config_id,family,ell,alpha,eta_out,corr_out,E_roi,core_ratio,barrier_reduction_pct,pass_hard,J
bessel_l3_kr12702_uni,bessel,3,0.1,0.00416450844818835,0.9999859677703491,0.0750741694459228,0.5677365250382048,-0.18568115273125407,True,0.3688402790319458
bessel_l3_kr12702_uni,bessel,3,0.2,0.008329016896376697,0.9999437739194191,0.0750741694459228,0.5677365250382048,-0.37182333750842567,True,0.32718886547242276
bessel_l3_kr12702_uni,bessel,3,0.4,0.016658033792753393,0.9997743690511449,0.0750741694459228,0.5677365250382048,-0.7440617986016917,True,0.24387328577841474
bessel_l1_kr8468_off0.2_uni,bessel,1,0.05,0.01107030827929791,0.999892809712132,0.17412339673296592,0.9741839273416958,0.026893589047960464,True,0.38645560791196987
bessel_l1_kr8468_off0.2_uni,bessel,1,0.1,0.02214061655859582,0.9995749182925338,0.17412339673296592,0.9741839273416958,0.052643378488248516,False,-1.0
bessel_l1_kr8468_off0.2_uni,bessel,1,0.2,0.04428123311719164,0.9983388120392414,0.17412339673296592,0.9741839273416958,0.07019543205080137,False,-1.0
bessel_l1_kr8468_off0.2_uni,bessel,1,0.4,0.08856246623438328,0.9935113894464229,0.17412339673296592,0.9741839273416958,-0.013272661947238973,False,-1.0
bessel_l1_kr8468_cos,bessel,1,0.05,0.0042478902115188595,0.9999831634975397,0.17353371960572772,0.8816224150276828,-0.25848382571553863,True,0.45223188456791164
bessel_l1_kr8468_cos,bessel,1,0.1,0.008495780423037717,0.9999327993200895,0.17353371960572772,0.8816224150276828,-0.5156367317385113,True,0.40974542782610546
bessel_l1_kr8468_cos,bessel,1,0.2,0.016991560846075438,0.999732587460999,0.17353371960572772,0.8816224150276828,-1.0245867117286034,True,0.32475759181686475
bessel_l1_kr8468_cos,bessel,1,0.4,0.033983121692150876,0.9989469856319498,0.17353371960572772,0.8816224150276828,-2.021063343485374,False,-1.0
bg_l1_w0.4_kr4234_cos,bg,1,0.05,0.002550824713237027,0.9999947058183473,0.11300195772186535,0.6957738945492913,-0.1335601585733981,True,0.3976613083954215
bg_l1_w0.4_kr4234_cos,bg,1,0.1,0.005101649426474052,0.9999788312173757,0.11300195772186535,0.6957738945492913,-0.26723031901840777,True,0.3721506800729056
bg_l1_w0.4_kr4234_cos,bg,1,0.2,0.010203298852948104,0.9999154003135828,0.11300195772186535,0.6957738945492913,-0.533537572545284,True,0.3211246711725961
bg_l1_w0.4_kr4234_cos,bg,1,0.4,0.020406597705896208,0.9996620354418011,0.11300195772186535,0.6957738945492913,-1.0620198101461087,False,-1.0
bg_l1_w0.6_kr4234_cos,bg,1,0.05,0.00335879752822937,0.9999909248280225,0.13858924234917014,0.7263783664270359,-0.2041358045476116,True,0.37779607695256867
bg_l1_w0.6_kr4234_cos,bg,1,0.1,0.006717595056458741,0.999963725318559,0.13858924234917014,0.7263783664270359,-0.4079609333280665,True,0.3442040217438554
bg_l1_w0.6_kr4234_cos,bg,1,0.2,0.01343519011291748,0.9998551229991748,0.13858924234917014,0.7263783664270359,-0.8133160906095283,True,0.27701178083136035
bg_l1_w0.6_kr4234_cos,bg,1,0.4,0.026870380225834968,0.9994222026835256,0.13858924234917014,0.7263783664270359,-1.6148460040537937,False,-1.0
bg_l1_w0.8_kr4234_cos,bg,1,0.05,0.0037722569078263986,0.999988562912999,0.1573894262684781,0.7695477602685926,-0.2470938969435732,True,0.5208617659325201
bg_l1_w0.8_kr4234_cos,bg,1,0.1,0.007544513815652798,0.9999542902385271,0.1573894262684781,0.7695477602685926,-0.4935039177980771,True,0.48313405595308534
bg_l1_w0.8_kr4234_cos,bg,1,0.2,0.015089027631305596,0.9998174769296314,0.1573894262684781,0.7695477602685926,-0.9829092582612997,True,0.40766839580022307
bg_l1_w0.8_kr4234_cos,bg,1,0.4,0.030178055262611192,0.9992729439617699,0.1573894262684781,0.7695477602685926,-1.9480611342050036,False,-1.0
bg_l1_w0.4_kr8468_cos,bg,1,0.05,0.0019683350570751886,0.999996401535073,0.13153438209532636,0.757667333940198,-0.15746726293768276,True,0.3821413885318456
bg_l1_w0.4_kr8468_cos,bg,1,0.1,0.003936670114150379,0.9999856238341986,0.13153438209532636,0.757667333940198,-0.3151281485441526,True,0.3624564213059625
bg_l1_w0.4_kr8468_cos,bg,1,0.2,0.007873340228300756,0.9999426706739679,0.13153438209532636,0.757667333940198,-0.6296677147848317,True,0.3230832771904241
bg_l1_w0.4_kr8468_cos,bg,1,0.4,0.015746680456601513,0.9997724005336462,0.13153438209532636,0.757667333940198,-1.255618027377814,True,0.24432433438636833
bg_l1_w0.6_kr8468_cos,bg,1,0.05,0.0027473945975739758,0.9999928401706815,0.15246215021469955,0.8062614809016746,-0.21178675449131656,True,0.46008637650742445
bg_l1_w0.6_kr8468_cos,bg,1,0.1,0.005494789195147949,0.9999714054500809,0.15246215021469955,0.8062614809016746,-0.4234058800327567,True,0.43260921532359464
bg_l1_w0.6_kr8468_cos,bg,1,0.2,0.0109895783902959,0.999886048287839,0.15246215021469955,0.8062614809016746,-0.8447781712877189,True,0.37764851979777886
bg_l1_w0.6_kr8468_cos,bg,1,0.4,0.0219791567805918,0.9995486647392575,0.15246215021469955,0.8062614809016746,-1.680058914485727,False,-1.0
bg_l1_w0.8_kr8468_cos,bg,1,0.05,0.003234970842027612,0.9999900936616163,0.16172377076212321,0.834000972028205,-0.2341730820962784,True,0.4582190945015476
