config_id,family,ell,offset_x_mm,apod,beam_waist_mm,focal_length_mm,k_r,eta_out,corr_out,E_roi,core_ratio,core_min_Pa,peak_roi_Pa,w_1.0lam,w_1.5lam,w_2.0lam,winding_std,centroid_x_mm,centroid_y_mm,core_x_mm,core_y_mm,trap_crosstalk_mean_pct,trap_crosstalk_max_pct,barrier_reduction_pct,pass_hard,J
lg_l1_w0.8_f2.0_cos,lg,1,0.0,cosine_taper,0.8,2.0,nan,0.02172891991562424,0.9995475103500457,0.16299258910549494,0.7786555079288263,0.01668238832302205,0.4350876037703316,1.0,1.0,1.0,1.5700924586837752e-16,2.9727180541581584,3.028867954784113,2.9659597989949753,2.9659597989949753,1.2736584025022473,4.501018625409232,-2.5157949746986707,False,-1.0
lg_l1_w0.8_f2.5_cos,lg,1,0.0,cosine_taper,0.8,2.5,nan,0.021795243053383255,0.9995408071383497,0.14944500967198654,0.7683430716430074,0.01800294958142485,0.4211638882619625,1.0,1.0,1.0,3.268408087260198e-16,2.973560320583352,3.027396056217642,3.4425226130653273,2.39862311557789,1.3137525979516618,4.394537722183154,-2.436504150295171,False,-1.0
lg_l2_w0.4_cos,lg,2,0.0,cosine_taper,0.4,nan,nan,0.041923738531307174,0.9984869569537191,0.14290874187255,0.9302580541529405,0.006425516089631839,0.9186748621210536,2.0,2.0,2.0,0.0,2.949769317142555,3.006724215479337,3.4425226130653273,3.533296482412061,2.6046779467967633,7.533094190371767,-1.1828760889980972,False,-1.0
lg_l2_w0.4_f1.5_cos,lg,2,0.0,cosine_taper,0.4,1.5,nan,0.04677155037441375,0.99788152820385,0.1396064459056958,0.8755682743895159,0.02481062772273991,0.9492030522625552,2.0,2.0,2.0,2.5639502485114184e-16,2.950853572382404,3.0078097798219865,3.4425226130653273,2.7844120603015083,3.275819947170968,9.5908086436853,-2.2956571896044498,False,-1.0
lg_l2_w0.4_f2.0_cos,lg,2,0.0,cosine_taper,0.4,2.0,nan,0.04595281248633189,0.9979927611067783,0.14003221287260828,0.8981136989820483,0.029533493133469056,0.949933026513101,2.0,2.0,2.0,2.5639502485114184e-16,2.9508774460874174,3.007979114200816,3.4425226130653273,2.7844120603015083,3.188428620303714,8.287797680391453,-2.1170358185799376,False,-1.0
lg_l2_w0.4_f2.5_cos,lg,2,0.0,cosine_taper,0.4,2.5,nan,0.04532368932177382,0.998074916359712,0.14039177550385207,0.9050986641318448,0.030659726744039453,0.9478685925011514,1.0,2.0,2.0,0.47140452079103135,2.9508238575970505,3.007981271633903,3.056733668341709,3.056733668341709,3.114814243201446,7.547445957564151,-1.966877197261141,False,-1.0
lg_l2_w0.6_cos,lg,2,0.0,cosine_taper,0.6,nan,nan,0.05297939920778338,0.9975298956750626,0.13502478868435397,0.898158093596654,0.028612258017080408,1.2351849492109763,2.0,2.0,2.0,3.6259732146947156e-16,2.972616892843644,3.0229303777376137,3.1475075376884427,3.4425226130653273,3.1855068183550457,9.88702899167697,-2.060361026842883,False,-1.0
lg_l2_w0.6_f1.5_cos,lg,2,0.0,cosine_taper,0.6,1.5,nan,0.06482704096826518,0.9959414426485266,0.13300848902568432,0.7782184308030817,0.04240872296891939,1.3153739236534667,2.0,2.0,2.0,2.5639502485114184e-16,2.965663962828335,3.018180755170035,2.7844120603015083,2.4893969849246234,4.578974182271998,12.087753612028289,-4.0708404161290845,False,-1.0
lg_l2_w0.6_f2.0_cos,lg,2,0.0,cosine_taper,0.6,2.0,nan,0.06279836093380574,0.996189972134335,0.13292783944829883,0.7990742800353624,0.023740625785565173,1.3125509867325365,2.0,2.0,2.0,3.8459253727671276e-16,2.967379856374071,3.0197349178553696,2.7844120603015083,2.4893969849246234,4.457117190622091,10.548931648930113,-3.8960917447717014,False,-1.0
lg_l2_w0.6_f2.5_cos,lg,2,0.0,cosine_taper,0.6,2.5,nan,0.06125659743932296,0.9963925853986206,0.13299450725975168,0.8139485749475166,0.011398474113688085,1.305716917270097,2.0,2.0,2.0,2.5639502485114184e-16,2.9684820659186357,3.020652031182119,2.7844120603015083,2.4893969849246234,4.309678301976984,10.80465065588354,-3.703876751224544,False,-1.0
