step_idx,particle_x,particle_y,target_x,target_y,tracking_error,chosen_action,action_switched,Fp_x,Fp_y,Fp_mag,Fp_hat_dot_d,Fp_dot_d,score,solver_time_ms,n_actions_evaluated,target_idx,dist_to_target,target_advanced,gates_active,cross_track_error,arc_progress,d_hat_x,d_hat_y,tangent_alignment
10,0.0013135933569905058,0.001237722731218776,0.0013950753362380552,0.0011625737860160924,0.00011084528364875978,MOVE_C_DOWN,False,-6.271358194892183e-11,2.2682009408764908e-10,2.3533029648303705e-10,0.9942081339043608,2.3396828912569413e-10,0.9944421021934865,46.979665756225586,37,11,0.00011084528364875978,True,CD,-5.7496942724690446e-05,0.00016552658544906346,-0.3684970256430937,0.9296289270941352,0.9896405486911284
11,0.0013102402745814323,0.0012473435227246842,0.0013940437304619095,0.0011687716401117638,0.0001148762810803415,MOVE_C_DOWN,False,-6.320411437935646e-11,1.8134764750008276e-10,1.9204616457584631e-10,0.9969321690335577,1.9145799633734313e-10,0.9971236270298951,47.29771614074707,37,12,0.0001148762810803415,True,CD,-5.654819601393562e-05,0.0001773576552836743,-0.4019486374455553,0.9156622154777717,0.994169963660751
12,0.0013072476907964243,0.0012545944388429602,0.0013929149002914756,0.00117495252583429,0.00011696882101803715,MOVE_C_DOWN,False,-5.6408875405397036e-11,1.3667654885383096e-10,1.4785952871254274e-10,0.9986517909232214,1.4766118180563523e-10,0.9987994521050271,48.90632629394531,37,13,0.00011696882101803715,True,CD,-5.605148056590667e-05,0.00018646864363181654,-0.4288546116574613,0.9033735230003854,0.9972075372096878
13,0.0013046731459091141,0.0012598433603881506,0.0013916891242487064,0.0011811149181426052,0.00011734542217234795,MOVE_C_DOWN,False,-4.8529027825865046e-11,9.893984019383641e-11,1.1020053774508304e-10,0.999941001157388,1.1019503598190202e-10,1.00005119619337,47.007083892822266,37,14,0.00011734542217234795,True,CD,-5.594240932900132e-05,0.00019326552858851828,-0.44931948492829815,0.8933711437368954,0.9996313795721002
14,0.0013024351135983686,0.0012635524350056387,0.001390366704775499,0.001187257296558617,0.00011641697847647567,MOVE_C_DOWN,False,-4.2185915195607916e-11,6.99144094195038e-11,8.165583926069846e-11,0.9981933999733876,8.1509318012717e-11,0.9982749092914004,46.68998718261719,37,15,0.00011641697847647567,True,CD,-5.617388561435341e-05,0.00019829639846444028,-0.46443453079027724,0.8856074562737235,0.9988876919904525
15,0.0013004614873512795,0.0012661027875091823,0.0013889479681590707,0.0011933781455423622,0.00011453702822646383,MOVE_C_DOWN,False,-3.720197831272415e-11,4.807301213518203e-11,6.078652553099048e-11,0.9867241841970916,5.998052153892646e-11,0.9867841647186305,47.607421875,37,16,0.00011453702822646383,True,CD,-5.6682011249536144e-05,0.00020200398073836514,-0.4755353330549277,0.8796966221455774,0.9882282114801187
16,0.0012987099615731409,0.001267795580905971,0.0013874332644514525,0.001199475954865942,0.00011197944354159846,MOVE_C_DOWN,False,-3.301548310304231e-11,3.1908403796379565e-11,4.5914794536838364e-11,0.9560196533803342,4.389640197779086e-11,0.956063549782312,48.66218566894531,37,17,0.00011197944354159846,True,CD,-5.738797727662925e-05,0.00020472299310211748,-0.4836673237787832,0.8752519179680038,0.9580603848238065
17,0.0012961160176185892,0.0012746403017740075,0.0013858229673831192,0.0012055492199861493,0.00011322947681002691,WIDEN,True,-4.889469162865831e-11,1.2901994876937527e-10,1.379740484653321e-10,0.9888550866232313,1.3643732850203052e-10,0.9389915239517332,47.9893684387207,37,18,0.00011322947681002691,True,CD,-5.6221101732510344e-05,0.00021314535097591528,-0.4896038090110377,0.8719450155829112,0.9854802420475326
18,0.0012934246557119707,0.0012797600232006818,0.0013841174742707772,0.0012115964424156919,0.00011345246177836979,STRENGTHEN_TRAP,True,-5.073097676390733e-11,9.65044753347957e-11,1.090263535254862e-10,0.9988047074477653,1.0889703394182732e-10,0.948913604481707,48.586368560791016,37,19,0.00011345246177836979,True,CD,-5.5889996482522846e-05,0.0002198610998452405,-0.5078565213401202,0.8614416716936278,0.9978445806660887
19,0.0012907027872561335,0.0012826223965995427,0.001382317205919332,0.0012176161300929216,0.00011233439540997971,STRENGTHEN_TRAP,False,-5.13060116693777e-11,5.3954467450154234e-11,7.445395483953874e-11,0.9778596085155736,7.280649299143606e-11,0.9779324150085651,48.503875732421875,37,20,0.00011233439540997971,True,CD,-5.669394083668522e-05,0.00022436171882309479,-0.5222481774097054,0.8527935513301216,0.9801978389845388
20,0.001287379486054626,0.0012926275991325927,0.0013804226065180615,0.001223606797749979,0.00011584857914135841,WIDEN,True,-6.264275184193392e-11,1.885936246530479e-10,1.987251106883698e-10,0.9713229954416172,1.9302724110628972e-10,0.9215160226827234,48.386573791503906,37,21,0.00011584857914135841,True,CD,-5.403416215960324e-05,0.0002362027520633514,-0.5318081223026807,0.846864877681733,0.9638201914496792
21,0.0012843279370196416,0.0013034234940758698,0.0013784341435310182,0.0012295669672792598,0.00011962760824500436,WIDEN,False,-5.752034418225434e-11,2.0349782545636087e-10,2.1147093171476906e-10,0.9508312951461826,2.0107413071941896e-10,0.951032369276902,47.654151916503906,37,22,0.00011962760824500436,True,CD,-5.0395232137946026e-05,0.00024840900007216325,-0.5566474796327835,0.8307488088564857,0.9408891350595714
22,0.0012820760687072916,0.0013116484746326096,0.0013763523075816901,0.0012354951680981167,0.0001211913169845063,WIDEN,False,-4.2446717681580137e-11,1.5503723095783672e-10,1.607428593282245e-10,0.9381139165858354,1.5079605144152328e-10,0.938264712637277,48.68006706237793,37,22,0.0001211913169845063,False,CD,-4.735005267025622e-05,0.0002574834022505173,-0.5817440839777152,0.813371883430285,0.9299670447220459
23,0.001279874517310087,0.0013174538032149877,0.0013763523075816901,0.0012354951680981167,0.00012659060741584204,WIDEN,False,-4.149826617575241e-11,1.0942786575644277e-10,1.1703231989328272e-10,0.9607446079764441,1.124391310410537e-10,0.9608570471074852,57.72233009338379,37,22,0.00012659060741584204,False,CD,-4.557666277145813e-05,0.00026421559783212424,-0.6000522760590692,0.7999607902855805,0.9559063810341188
24,0.0012778415790819222,0.001322440958809228,0.0013763523075816901,0.0012354951680981167,0.00013139229106738095,WIDEN,False,-3.8319982816824886e-11,9.400566826304705e-11,1.0151594332253337e-10,0.9628674407631338,9.77473594110638e-11,0.9629651881225448,51.22041702270508,37,22,0.00013139229106738095,False,CD,-4.408438749795669e-05,0.00027004354460885213,-0.6134345882613028,0.7897455323853918,0.9588030302230055
25,0.0012765703076351735,0.0013268928735010775,0.0013763523075816901,0.0012354951680981167,0.00013531440450392952,WIDEN,False,-2.3962902226943866e-11,8.391661494193821e-11,8.727095133233966e-11,0.9222828833543599,8.048942691075159e-11,0.9223633727812707,48.320770263671875,37,22,0.00013531440450392952,False,CD,-4.22689402484173e-05,0.0002748180379658137,-0.6248790545404861,0.7807215682908908,0.9175620440278708
26,0.0012755960636828187,0.0013297235466312183,0.0013763523075816901,0.0012354951680981167,0.00013795219463852808,WIDEN,False,-1.8364065861131416e-11,5.335693146218557e-11,5.6428725397729305e-11,0.9374757616781306,5.290149979852403e-11,0.9375286631779292,50.147294998168945,37,22,0.00013795219463852808,False,CD,-4.12158055400298e-05,0.00027794683601279816,-0.6341574053788598,0.7732039738653393,0.9346965555179728
27,0.0012621275360759033,0.0013559490162567466,0.0013763523075816901,0.0012354951680981167,0.00016600128903647546,TOGGLE_B_ON,True,-2.5387576430733965e-10,4.943384562750122e-10,5.557188255358981e-10,0.9758298568552349,5.422879978043116e-10,0.9263721448530392,50.26650428771973,37,22,0.00016600128903647546,False,BCD,-3.3638506264618124e-05,0.00030938913870523667,-0.6401883686085431,0.7682179721253155,0.9556224307913511
28,0.0012497956130050475,0.0013070331258050547,0.0013763523075816901,0.0012354951680981167,0.0001453763265977142,TOGGLE_B_OFF,True,-2.324512735442118e-10,-9.220428125210303e-10,9.508924979691541e-10,-0.5230837924131203,-4.973969770986829e-10,-0.5735811893902191,48.86770248413086,37,22,0.0001453763265977142,False,CD,-7.55611560599147e-05,0.0002768251516155773,-0.6985520219597547,0.7155592726070554,-0.590578017796692
29,0.0012477534615092252,0.0013126972769355418,0.0013763523075816901,0.0012354951680981167,0.00014999276255911532,TRANSLATE_TRAP_X_POS,True,-3.8493648820757206e-11,1.0676673348216227e-10,1.1349403675077758e-10,0.9407953236532246,1.0677559983298241e-10,0.8909020992530575,54.799795150756836,37,22,0.00014999276255911532,False,CD,-7.346989525374895e-05,0.0002837641048679427,-0.6379522668666453,0.7700759087243986,0.9347018702576652
30,0.001239186698102152,0.0013313965186515012,0.0013763523075816901,0.0012354951680981167,0.00016736628532012143,TOGGLE_B_ON,True,-1.614796859082195e-10,3.524724024153477e-10,3.877015391063905e-10,0.9611656064696056,3.7264634612999975e-10,0.9115382528157355,49.83353614807129,37,22,0.00016736628532012143,False,BCD,-6.720182483516455e-05,0.00030753814699340654,-0.6512191721888609,0.7588897085688108,0.9430053086698563
31,0.001242330190741128,0.001350671652590259,0.0013763523075816901,0.0012354951680981167,0.00017671318678127561,TRANSLATE_TRAP_X_NEG,True,5.92534402873243e-11,3.633277150737648e-10,3.6812769350675905e-10,0.5975870846136255,2.1998895271532705e-10,0.5478070735663408,49.6675968170166,37,22,0.00017671318678127561,False,BCD,-5.134515813348732e-05,0.00032092651469699994,-0.6951609409738126,0.7188541341206874,0.5702563306398871
32,0.0012358089812682705,0.0013202726057406544,0.0013763523075816901,0.0012354951680981167,0.0001641329963915687,TOGGLE_B_OFF,True,-1.2292190263469356e-10,-5.730085335531014e-10,5.860448563651155e-10,-0.5289098326273061,-3.099654158019995e-10,-0.5792197980431081,49.50904846191406,37,22,0.0001641329963915687,False,CD,-7.731455488888672e-05,0.0003005385706508362,-0.7188608677537988,0.6951539777705764,-0.5713356779801999
33,0.0012163343603233655,0.0013426424566902826,0.0013763523075816901,0.0012354951680981167,0.00019257799691922456,TOGGLE_A_ON,True,-3.6708795655175775e-10,4.216617564315043e-10,5.590636857123225e-10,0.999392875706991,5.58725263960263e-10,0.9499516009709512,48.91490936279297,37,22,0.00019257799691922456,False,ACD,-7.492167521470255e-05,0.00033706180908553326,-0.6824537913127795,0.730928739837758,0.9920301469241073
34,0.0011929156685284753,0.0013485695233604316,0.0013763523075816901,0.0012354951680981167,0.00021548737866781804,MOVE_C_LEFT,True,-4.4143194059706414e-10,1.1172257464966281e-10,4.553505153896715e-10,0.8867709467639782,4.0379249441251126e-10,0.8371747392583906,51.004648208618164,37,22,0.00021548737866781804,False,ACD,-8.53521601735988e-05,0.00036431889199508503,-0.7462626932274908,0.6656515550157244,0.9162764647792649
35,0.0011738803975073705,0.001363562473645376,0.0013763523075816901,0.0012354951680981167,0.00023957485076543078,WIDEN,True,-3.5880640559395925e-10,2.826104548249086e-10,4.5673920991261355e-10,0.9999739785341135,4.5672832486282235e-10,0.9504307068589763,49.564361572265625,37,22,0.00023957485076543078,False,ACD,-8.424761259589715e-05,0.00039504422159316926,-0.7898357670056655,0.6133184011234065,0.9964763090386681
36,0.0011646840942366463,0.001374916287944486,0.0013763523075816901,0.0012354951680981167,0.0002534594271276937,MOVE_C_LEFT,True,-1.7334623277294783e-10,2.1401435755384097e-10,2.754107144897531e-10,0.9533726028322362,2.6256998309358463e-10,0.9036351728153298,48.85292053222656,37,22,0.0002534594271276937,False,ACD,-7.953187947672526e-05,0.00041243508648118463,-0.8345733198403827,0.5508968812841493,0.9392718181257848
37,0.0011337952736913647,0.0013577064563486396,0.0013763523075816901,0.0012354951680981167,0.00027160543747415094,MOVE_A_RIGHT,True,-5.822405502186618e-10,-3.243976830661732e-10,6.665117516575618e-10,0.4990733364539194,3.3263874275882195e-10,0.4494059751966782,48.98357391357422,37,22,0.00027160543747415094,False,ACD,-0.00010963162550663266,0.0004367700214265476,-0.8577358233470902,0.5140907092577036,0.5510365527485658
38,0.0010627350432274216,0.001320958073439846,0.0013763523075816901,0.0012354951680981167,0.00032505337514092126,TOGGLE_B_ON,True,-1.6676459504950036e-09,-8.624133575838272e-10,1.8774450233073122e-09,0.5764087898347579,1.0821763902746462e-09,0.5274909662250324,49.454689025878906,37,22,0.00032505337514092126,False,ABCD,-0.00017030856379265084,0.0005176614779101451,-0.8873639847384213,0.4610695810690083,0.7290171759369053
39,0.0010777506198212895,0.0013995362667224207,0.0013763523075816901,0.0012354951680981167,0.0003406940709364171,TOGGLE_A_OFF,True,9.600585569433853e-10,5.024093905318027e-09,5.115000684478347e-09,0.08822407620520006,4.5126629840114455e-10,0.038675342503601204,49.07727241516113,37,22,0.0003406940709364171,False,BCD,-9.053734641382044e-05,0.0005267324443654406,-0.9618381743193778,0.2736189438251052,0.06510452281798287
40,0.0010458776557645628,0.0013261597434861797,0.0013763523075816901,0.0012354951680981167,0.00034268580467236933,TOGGLE_A_ON,True,-4.173183665992454e-09,-9.607318217778757e-09,1.0474541767913754e-08,0.15492156781863028,1.6227325877884938e-09,0.10654430040641878,53.739070892333984,37,22,0.00034268580467236933,False,ABCD,-0.00016923390874700356,0.0005482627994910682,-0.967855520524805,0.25150684163191006,0.20811324919264143
41,0.0010617299198117326,0.0014045734267600753,0.0013763523075816901,0.0012354951680981167,0.0003571760132458921,TOGGLE_A_OFF,True,1.022093054811259e-09,5.055812900790493e-09,5.158092506003842e-09,0.0011735268454899916,6.053161200843127e-12,-0.04882041999330917,54.09097671508789,37,22,0.0003571760132458921,False,BCD,-8.923392191499116e-05,0.0005483313604478273,-0.9799378277306215,0.19930342139710025,0.0004944232461081828
42,0.0010319605393888098,0.001330318568405653,0.0013763523075816901,0.0012354951680981167,0.00035720745687191623,TOGGLE_A_ON,True,-4.278714554405573e-09,-1.06725547748298e-08,1.1498296554699937e-08,0.18006586056630794,2.0704508442345187e-09,0.13213631141054244,49.74627494812012,37,22,0.00035720745687191623,False,ABCD,-0.00016747447660428087,0.0005731640867743206,-0.980019738689141,0.19890025585118706,0.24100664689041795
43,0.0010482689997996216,0.0014086386432206645,0.0013763523075816901,0.0012354951680981167,0.00037096808464170587,TOGGLE_A_OFF,True,1.0698455191440896e-09,5.137847411048148e-09,5.248051586450618e-09,-0.06685632456818882,-3.508655070706653e-10,-0.1172071900752595,48.87866973876953,37,22,0.00037096808464170587,False,BCD,-8.760968576034813e-05,0.0005662639016290741,-0.9904395794956359,0.13794723399368294,-0.05013717445503467
44,0.0010201039215936506,0.0013337605531698923,0.0013763523075816901,0.0012354951680981167,0.0003695524298694131,TOGGLE_A_ON,True,-4.351784506274107e-09,-1.1569409101561372e-08,1.2360795093695975e-08,0.20295559857836287,2.5086927701011564e-09,0.155464291348464,48.894643783569336,37,22,0.0003695524298694131,False,ABCD,-0.00016537654873875535,0.0005940020907090083,-0.9879497922847741,0.15477470052457432,0.27056870067187644
45,0.0010367737400405015,0.0014120045123804858,0.0013763523075816901,0.0012354951680981167,0.0003827128847482373,TOGGLE_A_OFF,True,1.1212464487834706e-09,5.262850443353824e-09,5.380965376957845e-09,-0.12330897551224759,-6.635214512085226e-10,-0.17397249696345612,49.33500289916992,37,22,0.0003827128847482373,False,BCD,-8.583583319806976e-05,0.0005813898982020108,-0.9962795662299708,0.0861801944220432,-0.09245705742355677
46,0.0010098473224384676,0.001336672128672542,0.0013763523075816901,0.0012354951680981167,0.0003802139943320243,TOGGLE_A_ON,True,-4.497669498102893e-09,-1.2583187612636954e-08,1.3362845558075766e-08,0.223792320955473,2.9905024458036287e-09,0.1767828234012766,49.3474006652832,37,22,0.0003802139943320243,False,ABCD,-0.0001631230989530652,0.0006116851469818829,-0.9930955388646049,0.11730835726929324,0.2971432762286045
47,0.0010266210858909848,0.0014148938702770281,0.0013763523075816901,0.0012354951680981167,0.00039305956516633844,TOGGLE_A_OFF,True,1.1558881404206737e-09,5.390297991242262e-09,5.512838636088991e-09,-0.16836097862371807,-9.281470761275644e-10,-0.21928912569984566,49.738168716430664,37,22,0.00039305956516633844,False,BCD,-8.398286161655574e-05,0.0005945828009732306,-0.9991150690938094,0.04206041735019215,-0.12655989154265257
48,0.001000677359827119,0.0013392174335353111,0.0013763523075816901,0.0012354951680981167,0.0003897306438013613,TOGGLE_A_ON,True,-4.607447294116813e-09,-1.3439672961227302e-08,1.4207511389149353e-08,0.24321279045307187,3.4554487335616044e-09,0.19666823918663345,48.752784729003906,37,22,0.0003897306438013613,False,ABCD,-0.00016078160747225902,0.0006271859075528093,-0.9964242912531702,0.08449042430132045,0.3216167503084917
49,0.001017503308046783,0.0014174279664992873,0.0013763523075816901,0.0012354951680981167,0.0004023333786815167,TOGGLE_A_OFF,True,1.194212361562951e-09,5.550949286819556e-09,5.677955719213765e-09,-0.20708339111674096,-1.1758105320288716e-09,-0.2582592016487698,49.605607986450195,37,22,0.0004023333786815167,False,BCD,-8.208982446537957e-05,0.0006062844286442053,-0.9999945090284795,0.0033138966323636573,-0.15617947182897682
50,0.0009923912824363764,0.001341471491003499,0.0013763523075816901,0.0012354951680981167,0.0003983177749576161,TOGGLE_A_ON,True,-4.756615063464158e-09,-1.4387358515642343e-08,1.5153266047938325e-08,0.2609118679216732,3.953667210593527e-09,0.21486553513226675,51.41854286193848,37,22,0.0003983177749576161,False,ABCD,-0.0001584086641652564,0.0006409182804973747,-0.998469601701342,0.05530329534813927,0.34364692679263387
51,0.0010091555651593753,0.0014196952650417246,0.0013763523075816901,0.0012354951680981167,0.000410807891062957,TOGGLE_A_OFF,True,1.220181972901626e-09,5.693487786556401e-09,5.822769720902674e-09,-0.23978311225944315,-1.3962020854312046e-09,-0.2911793143448744,64.6975040435791,37,22,0.000410807891062957,False,BCD,-8.017366139811743e-05,0.0006168662955606592,-0.9995187897030239,-0.031019171952231625,-0.18147656920331537
52,0.0009855338270837346,0.001343262199616571,0.0013763523075816901,0.0012354951680981167,0.0004054045112983208,TOGGLE_A_ON,True,-4.674952030212426e-09,-1.5126783356943553e-08,1.5832711429590693e-08,0.2675686470257817,4.236337443533859e-09,0.22180498446931557,57.09385871887207,37,22,0.0004054045112983208,False,ABCD,-0.0001563080470734915,0.0006520775141307117,-0.9995832584840264,0.02886709816478946,0.3514667695016381
53,0.0010024349937858752,0.0014214565124795052,0.0013763523075816901,0.0012354951680981167,0.00041760720678696544,TOGGLE_A_OFF,True,1.246425451844998e-09,5.766665902984587e-09,5.899831526717695e-09,-0.2684629518604891,-1.5838864556051602e-09,-0.3200468383160942,49.1793155670166,37,22,0.00041760720678696544,False,BCD,-7.85342652626512e-05,0.0006252886375652229,-0.9982642163043325,-0.05889443474808626,-0.2038548302421653
54,0.000980052937044127,0.0013446512813034377,0.0013763523075816901,0.0012354951680981167,0.0004110574754685304,TOGGLE_A_ON,True,-4.57264226242656e-09,-1.569126779113413e-08,1.6343957359012318e-08,0.27226880258289077,4.449949971872912e-09,0.2267187525547637,48.955440521240234,37,22,0.0004110574754685304,False,ABCD,-0.00015453689734711798,0.0006608596046525388,-0.9999694994823835,0.007810256266674223,0.3568681778135142
55,0.0009970423402272768,0.0014228264703309058,0.0013763523075816901,0.0012354951680981167,0.00042304735920537163,TOGGLE_A_OFF,True,1.2689332508425162e-09,5.838880605661299e-09,5.9751751708432286e-09,-0.2906309184647919,-1.7365709385211059e-09,-0.34236748940331296,48.241376876831055,37,22,0.00042304735920537163,False,BCD,-7.715998126371886e-05,0.0006319831335872323,-0.9967302622577917,-0.08080089292522516,-0.2213110335238789
56,0.0009746624336335217,0.001346020612606024,0.0013763523075816901,0.0012354951680981167,0.0004166180849605138,TOGGLE_C_OFF,True,-1.714245591853347e-09,-5.88313907753906e-09,6.127802489869902e-09,0.2883109971726806,1.7667131346426236e-09,0.24007771030732322,49.42035675048828,37,22,0.0004166180849605138,False,BD,-0.00015267807598916966,0.0006693696409277866,-0.9999601275707753,-0.008929908545913119,0.37663421102745726
57,0.000991717310437918,0.00142418154387726,0.0013763523075816901,0.0012354951680981167,0.00042842342306701397,TOGGLE_C_ON,True,1.2886324990093033e-09,5.905684183129585e-09,6.044640550799519e-09,-0.3117216396236211,-1.8842455751522937e-09,-0.3636058851987734,48.56276512145996,37,22,0.00042842342306701397,False,BCD,-7.571266392745839e-05,0.0006385361241234795,-0.9947852106287555,-0.10199208161569377,-0.238070467014063
58,0.0009694176787829075,0.0013473523409134724,0.0013763523075816901,0.0012354951680981167,0.00042202822088794885,TOGGLE_C_OFF,True,-1.7239532762337809e-09,-5.939558025394141e-09,6.184687901233265e-09,0.30296683768718885,1.8737556384856974e-09,0.25484059332567455,49.35455322265625,37,22,0.00042202822088794885,False,BD,-0.00015076425030425498,0.0006775242952018607,-0.999679545781922,-0.02531414117148515,0.3944799970163887
59,0.000986517415490105,0.0014255034701730327,0.0013763523075816901,0.0012354951680981167,0.0004336754523251811,TOGGLE_C_ON,True,1.3056229891995646e-09,5.9671042157181496e-09,6.108271777775422e-09,-0.3315733400936457,-2.025340407130088e-09,-0.3835986805007758,48.569679260253906,37,22,0.0004336754523251811,False,BCD,-7.421742038630607e-05,0.000644877348787708,-0.9924986607085934,-0.1222555049461914,-0.2539923570174417
60,0.0009642929444563592,0.0013486524917324806,0.0013763523075816901,0.0012354951680981167,0.0004273142855455987,TOGGLE_C_OFF,True,-1.7342957202706358e-09,-5.997097649959102e-09,6.2428328400249534e-09,0.317112863616192,1.979682916090381e-09,0.26909254653228243,49.43060874938965,37,22,0.0004273142855455987,False,BD,-0.00014879678453417854,0.0006853694013041751,-0.9991524544322775,-0.04116275986806122,0.4115339550629513
61,0.0009814193222021617,0.0014267977870822844,0.0013763523075816901,0.0012354951680981167,0.0004388265659357788,TOGGLE_C_ON,True,1.3201765198787859e-09,6.023783055064756e-09,6.166751846647029e-09,-0.3503364898929355,-2.160438546331588e-09,-0.40249692843926704,48.46048355102539,37,22,0.0004388265659357788,False,BCD,-7.267442014210817e-05,0.0006510367930581218,-0.9899093281146435,-0.14170223043274505,-0.26918362460019
62,0.000959363766974708,0.0013498981610519274,0.0013763523075816901,0.0012354951680981167,0.00043239737255715424,TOGGLE_C_OFF,True,-1.7280507189875193e-09,-6.025078610862572e-09,6.267992625591302e-09,0.32960922741479304,2.065988536371996e-09,0.28167521595116507,49.353837966918945,37,22,0.00043239737255715424,False,BD,-0.0001468194432196247,0.0006927986168004073,-0.9983999126394901,-0.05654745298824784,0.42640289458655767
63,0.0009764231053068225,0.0014280581186751915,0.0013763523075816901,0.0012354951680981167,0.00044387369461048367,TOGGLE_C_ON,True,1.3276282801764315e-09,6.082731234815432e-09,6.225930944471156e-09,-0.3668786814568823,-2.2841617026278612e-09,-0.41916284315951013,49.64017868041992,37,22,0.00044387369461048367,False,BCD,-7.109575984478531e-05,0.0006570164071120832,-0.9871059553498633,-0.1600682133055567,-0.2827275616397909
64,0.0009545067132280933,0.0013511187155175674,0.0013763523075816901,0.0012354951680981167,0.00043740428689417,TOGGLE_C_OFF,True,-1.7261937176861176e-09,-6.059953385398226e-09,6.3010141869526395e-09,0.341990408603812,2.154886758404758e-09,0.2941452953622168,48.65717887878418,37,22,0.00043740428689417,False,BD,-0.00014479371397925196,0.0007000060097577514,-0.997442719831579,-0.07147041802719588,0.4410080696193336
