step_idx,particle_x,particle_y,target_x,target_y,tracking_error,chosen_action,action_switched,Fp_x,Fp_y,Fp_mag,Fp_hat_dot_d,Fp_dot_d,score,solver_time_ms,n_actions_evaluated,target_idx,dist_to_target,target_advanced,gates_active,cross_track_error,arc_progress,d_hat_x,d_hat_y,tangent_alignment
13,0.0013398840372042934,0.0011785907804749566,0.0013916891242487064,0.0011811149181426052,5.186654330726547e-05,TOGGLE_A_OFF,False,1.6691754331634318e-11,7.765436804704224e-11,7.942805259763787e-11,0.985688853770309,7.829233181102724e-11,0.98576714610212,78.64832878112793,37,14,5.186654330726547e-05,True,CD,-5.11480693446684e-05,9.089383393914529e-05,0.042404981973382674,0.9991005042046088,0.9051931655040759
14,0.0013407101747569662,0.001182688236671573,0.001390366704775499,0.001187257296558617,4.9866294044502946e-05,TOGGLE_A_OFF,False,1.5572325997988093e-11,7.723522971417744e-11,7.878945390081959e-11,0.9845717604914819,7.757485590705286e-11,0.984649335347389,75.23679733276367,37,15,4.9866294044502946e-05,True,CD,-4.9399418616031805e-05,9.523619129011608e-05,0.023137352924177682,0.9997322956160436,0.9060062657994324
15,0.0013414763660077823,0.0011867635577976416,0.0013889479681590707,0.0011933781455423622,4.7930217836379716e-05,TOGGLE_A_OFF,False,1.4442364828851852e-11,7.681799346405767e-11,7.816384088370826e-11,0.9835111836794102,7.687599517964865e-11,0.9835880596745898,69.17071342468262,37,16,4.7930217836379716e-05,True,CD,-4.767341357259802e-05,9.952735200448246e-05,0.0040599175971627694,0.9999917584996202,0.9070146886777398
16,0.0013421820697553353,0.0011908169522148295,0.0013874332644514525,0.001199475954865942,4.60722144935304e-05,TOGGLE_A_OFF,False,1.3302202253537795e-11,7.6404684738837e-11,7.755400979211261e-11,0.9825179898375952,7.619919232278149e-11,0.982594189029918,59.70048904418945,37,17,4.60722144935304e-05,True,CD,-4.597134625621653e-05,0.00010376977808517531,-0.014817426014453518,0.9998902159159077,0.9082144998597125
17,0.0013428261112984877,0.0011948287628270962,0.0013858229673831192,0.0012055492199861493,4.431317902003435e-05,TOGGLE_A_OFF,False,1.2139897083443822e-11,7.562084848254472e-11,7.658909730775388e-11,0.9814836022328715,7.517192460098043e-11,0.9815587741574724,59.54599380493164,37,18,4.431317902003435e-05,True,CD,-4.4300355851512475e-05,0.0001079445605854032,-0.033485870930984096,0.9994391909696377,0.9093656868791276
18,0.0013434036609417234,0.0011987365414482978,0.0013841174742707772,0.0012115964424156919,4.2696506281945606e-05,TOGGLE_A_OFF,False,1.0886554297636813e-11,7.365989164933316e-11,7.44600342617897e-11,0.9803282703614149,7.299625692718236e-11,0.980401266618342,59.64183807373047,37,19,4.2696506281945606e-05,True,CD,-4.268364302015292e-05,0.00011198852409663457,-0.05185583154731812,0.9986545812905399,0.9103348302603684
19,0.0013439154135630774,0.0012025439500761247,0.001382317205919332,0.0012176161300929216,4.1253706095714903e-05,TOGGLE_A_OFF,False,9.646309654206357e-12,7.176796184637136e-11,7.241333880941447e-11,0.9793887815884,7.092179105608202e-11,0.9794597033794561,59.703826904296875,37,20,4.1253706095714903e-05,True,CD,-4.112248136240506e-05,0.00011590942243928955,-0.0696510987120749,0.9975714132062148,0.9117044685917031
20,0.0013443620775146512,0.0012062545457049753,0.0013804226065180615,0.001223606797749979,4.001827586289969e-05,TOGGLE_A_OFF,False,8.419417133325197e-12,6.994307980823742e-11,7.044800208612306e-11,0.9786819242054251,6.894716491999892e-11,0.9787508713703451,58.774709701538086,37,21,4.001827586289969e-05,True,CD,-3.961788485944915e-05,0.00011971462769428388,-0.08687766068507995,0.9962189880101308,0.9134614846382881
21,0.0013447443722970206,0.0012098717829812458,0.0013784341435310182,0.0012295669672792598,3.902436380431886e-05,TOGGLE_A_OFF,False,7.2060868787854425e-12,6.818331632053438e-11,6.856305355343105e-11,0.9782194630342875,6.707069165049143e-11,0.978286533725938,61.112403869628906,37,22,3.902436380431886e-05,True,CD,-3.817063285860186e-05,0.00012341114673488764,-0.10354286024693152,0.994624992693187,0.9155898618221945
22,0.0013450630263882907,0.0012133990168147527,0.0013763523075816901,0.0012354951680981167,3.830481717926512e-05,TOGGLE_A_OFF,False,6.006488113023035e-12,6.648679139303353e-11,6.675755634527559e-11,0.9780081113568927,6.529040960815568e-11,0.9780734017665008,59.975385665893555,37,23,3.830481717926512e-05,True,CD,-3.6781292889808976e-05,0.00012700563799962754,-0.11965523094004057,0.9928155043645929,0.9180706416748583
23,0.0013453187752236447,0.0012168395049452076,0.001374177612331947,0.001241389937511703,3.788873471687276e-05,TOGGLE_A_OFF,False,4.820751973871623e-12,6.485167341240099e-11,6.503060198077752e-11,0.9780495364934216,6.360412817472413e-11,0.9781131406215964,59.70263481140137,37,24,3.788873471687276e-05,True,CD,-3.545024147889056e-05,0.0001305044282664723,-0.13522434438518754,0.990815006287061,0.9208818985151473
24,0.0013455173782056782,0.0012201731817801545,0.0013719105943553007,0.0012472498210738712,3.7811985588735456e-05,TOGGLE_A_OFF,False,3.743578016025906e-12,6.283832792467175e-11,6.294974052949428e-11,0.9779452076036814,6.156237501592177e-11,0.9780067699786973,59.142351150512695,37,25,3.7811985588735456e-05,True,CD,-3.418057424284905e-05,0.00013388773718477298,-0.15026066850747277,0.9886464137889329,0.9232949841207779
25,0.0013456651622934723,0.0012233800262495481,0.0013695518130045147,0.001253073372946036,3.8108620025253716e-05,TOGGLE_A_OFF,False,2.7856644271872483e-12,6.044759415751246e-11,6.051174733663069e-11,0.9777002993934438,5.916333118814364e-11,0.977759462724632,59.49211120605469,37,26,3.8108620025253716e-05,True,CD,-3.297542956811234e-05,0.00013713586613736767,-0.1646979837274469,0.986344044516994,0.9253301014581334
26,0.0013457634491808397,0.0012264658300692962,0.0013671018502735925,0.0012588591562539123,3.8789881960353176e-05,TOGGLE_A_OFF,False,1.8526641797875355e-12,5.816603166323944e-11,5.819552907236123e-11,0.977747912307077,5.69015348040193e-11,0.977804813841881,59.288740158081055,37,27,3.8789881960353176e-05,True,CD,-3.1834318594810914e-05,0.00014025751587471626,-0.17847135603870606,0.9839451077533401,0.9277402782421053
27,0.0013458135447832807,0.0012294360454473076,0.0013645613106541782,0.0012646057434420436,3.9854565387053576e-05,TOGGLE_A_OFF,False,9.442798596359815e-13,5.5987240866839647e-11,5.5995203404709886e-11,0.978084112209683,5.476899689420851e-11,0.9781388812065772,63.78984451293945,37,28,3.9854565387053576e-05,True,CD,-3.075658757857911e-05,0.00014326073922336132,-0.19160419122703068,0.981472278723276,0.9305016738551615
28,0.0013458167381071797,0.0012322958084630452,0.0013619308209864079,0.0012703117166260292,4.129010705356758e-05,TOGGLE_A_OFF,False,6.019273740833244e-14,5.390526288749694e-11,5.390529649427588e-11,0.9786992668489441,5.275805285748962e-11,0.9787520249018017,65.25301933288574,37,29,4.129010705356758e-05,True,CD,-2.9741445349360754e-05,0.0001461529930950472,-0.2041195866754724,0.978945960885205,0.933587598781203
29,0.0013457743002673766,0.0012350499607177055,0.0013592110303042462,0.001275975667942366,4.307504179826586e-05,TOGGLE_A_OFF,False,-7.999344345550357e-13,5.191454694065195e-11,5.192070954015114e-11,0.979578203973963,5.086137497859904e-11,0.9796290653489416,65.47284126281738,37,30,4.307504179826586e-05,True,CD,-2.8787986973417498e-05,0.00014894118640764223,-0.21604023580683573,0.9763844614241607,0.9369684719334903
30,0.0013456874836376984,0.0012377030693903799,0.0013564026096753471,0.0012815961998958187,4.518208529461854e-05,TOGGLE_A_OFF,False,-1.636454916039306e-12,5.0009920291494644e-11,5.003668766269283e-11,0.9807003756954558,4.907197908973473e-11,0.9807494476745455,59.93342399597168,37,31,4.518208529461854e-05,True,CD,-2.789521413545926e-05,0.0001516317241709119,-0.2273883518206958,0.973804157648902,0.9406117888064067
31,0.0013455575211206187,0.0012402594458243263,0.0013535062520354775,0.0012871719257042293,4.758112116837034e-05,TOGGLE_A_OFF,False,-2.4497357333955964e-12,4.818656054817689e-11,4.824879089289796e-11,0.9820400374124733,4.738322645360553e-11,0.9820874206389268,60.442209243774414,37,32,4.758112116837034e-05,True,CD,-2.7062052687080508e-05,0.00015423054799585718,-0.23818560801838617,0.971219653904785,0.9444821098836839
32,0.0013453856255236628,0.001242723162757204,0.0013505226720175454,0.0012927014696406862,5.024162025273302e-05,TOGGLE_A_OFF,False,-3.240155667486202e-12,4.643997010112213e-11,4.655286706254149e-11,0.9835664506306296,4.5788821789834114e-11,0.9836122394524195,61.286211013793945,37,33,5.024162025273302e-05,True,CD,-2.628736774656508e-05,0.00015674317328450064,-0.24845309234057483,0.9686439288533345,0.9485410791684796
33,0.0013451894474146705,0.0012450828083970817,0.0013474526057752766,0.001298183467372963,5.31488651754488e-05,TOGGLE_A_OFF,False,-3.697870236029622e-12,4.4478272443890173e-11,4.4631725979122e-11,0.9841383678696828,4.3924778098667926e-11,0.9841822926477815,62.2556209564209,37,34,5.31488651754488e-05,True,CD,-2.5560718007805927e-05,0.00015915288025523122,-0.2582112740347229,0.9660884731531488,0.9508167717904931
34,0.0013449716340186082,0.001247341263824313,0.0013442968108015774,0.0013036165663001485,5.627934838927177e-05,TOGGLE_A_OFF,False,-4.105685789536615e-12,4.257088187189937e-11,4.276840702146403e-11,0.9847693346976273,4.211800049793916e-11,0.9848114526981252,58.20727348327637,37,35,5.627934838927177e-05,True,CD,-2.4880184070723472e-05,0.0001614630121400023,-0.26747125206115097,0.9635658406766276,0.9530897959552975
35,0.0013447330148998494,0.0012495029091625137,0.001341056065741637,0.0013089994258863795,5.961002816125252e-05,TOGGLE_A_OFF,False,-4.4978644229907126e-12,4.074605468494895e-11,4.099355750305719e-11,0.9855692100481672,4.0402973654562244e-11,0.9856096130218218,58.89105796813965,37,36,5.961002816125252e-05,True,CD,-2.4244798558962588e-05,0.00016367897783462368,-0.2762522780210458,0.961085156937822,0.9555564309092476
36,0.0013444744015821551,0.0012515718952097851,0.0013377311702008061,0.0013143307179915987,6.312005233221448e-05,TOGGLE_A_OFF,False,-4.874746193934605e-12,3.899946819892525e-11,3.930294734818576e-11,0.9865224102895747,3.8774224871826757e-11,0.9865611845144465,58.59065055847168,37,37,6.312005233221448e-05,True,CD,-2.3653546897449906e-05,0.00016580582257180054,-0.28457404841459,0.9586540621970707,0.9581968805404663
37,0.0013441965869294315,0.001253552159015134,0.0013343229445473082,0.0013196091271992529,6.679080669948342e-05,TOGGLE_A_OFF,False,-5.236682832336293e-12,3.732709333832045e-11,3.76926351450011e-11,0.987610154463868,3.7226616827859225e-11,0.9876473810806958,60.29772758483887,37,38,6.679080669948342e-05,True,CD,-2.310537813325251e-05,0.0001678482567113022,-0.2924555532737316,0.9562791168677529,0.9609894751935633
38,0.0013439003446327799,0.0012554474382456221,0.0013308322297098248,0.0013248333511408524,7.060581092193505e-05,TOGGLE_A_OFF,False,-5.584035737060088e-12,3.572517184201768e-11,3.6158945756955595e-11,0.9888104536009493,3.5755332366120984e-11,0.9888462089333154,59.043169021606445,37,39,7.060581092193505e-05,True,CD,-2.2599214235487848e-05,0.00016981068214589327,-0.2999150778557003,0.9539659040410314,0.9639105484060094
39,0.0013435864287951837,0.0012572612844393412,0.0013272598869700095,0.0013300021008173116,7.455053544611714e-05,TOGGLE_A_OFF,False,-5.917174135426336e-12,3.41901952615781e-11,3.469844955864449e-11,0.9900980936346895,3.435585885818697e-11,0.9901324494935476,58.78615379333496,37,40,7.455053544611714e-05,True,CD,-2.2133958080725134e-05,0.00017169721650957956,-0.30697020957707305,0.9517191237073154,0.9669343117070385
40,0.0013432555736058384,0.0012589970752318797,0.001323606797749979,0.0013351141009169893,7.861218729803556e-05,TOGGLE_A_OFF,False,-6.236473393497289e-12,3.2718885612046756e-11,3.3307943137966353e-11,0.9914446179960048,3.3023972405271705e-11,0.99147764196841,58.4111213684082,37,41,7.861218729803556e-05,True,CD,-2.1708500301995798e-05,0.00017351171536381276,-0.3136378491267227,0.9495426791846563,0.9700327327932331
41,0.0013429084930967246,0.0012606580256371218,0.0013198738633948361,0.0013401680901303536,8.277949336170765e-05,TOGGLE_A_OFF,False,-6.542313465818943e-12,3.1308177546512163e-11,3.1984431318517515e-11,0.9928183170386726,3.175572209140661e-11,0.992850072760764,57.326555252075195,37,42,8.277949336170765e-05,True,CD,-2.1321725155133296e-05,0.0001752577925259977,-0.3199342248603462,0.9474397562700336,0.9731754233590509
42,0.0013425458809745716,0.0012622471984569288,0.001316062004950276,0.0013451628214611907,8.70424966752169e-05,TOGGLE_A_OFF,False,-6.835077474350728e-12,2.995520193594199e-11,3.072511036763643e-11,0.9941842325844835,3.054741445615477e-11,0.9942147799989397,57.790279388427734,37,43,8.70424966752169e-05,True,CD,-2.0972515535129846e-05,0.00017693883869330978,-0.3258749097206599,0.945412895624215,0.9763295439171848
43,0.0013421684105218547,0.0012637675138884726,0.001312172162935332,0.0013500970625342822,9.139237297860893e-05,TOGGLE_A_OFF,False,-7.115150407216034e-12,2.8657270745262695e-11,2.952735226674745e-11,0.995504187012286,2.9395598317120815e-11,0.9955335826106032,57.39235877990723,37,44,9.139237297860893e-05,True,CD,-2.065975725707201e-05,0.000178558038503711,-0.331474840048871,0.9434640588875581,0.9794597340506324
44,0.0013417767345609219,0.0012652217583926618,0.0013082052971103157,0.001354969595899476,9.582126981860281e-05,TOGGLE_A_OFF,False,-7.382917928725326e-12,2.7411863105303648e-11,2.8388689931840836e-11,0.9967368473962847,2.8297050041221077e-11,0.9967651444463259,58.09330940246582,37,45,9.582126981860281e-05,True,CD,-2.038234270059316e-05,0.00018011838616532473,-0.33674833575728186,0.9415946890051533,0.9825280776344049
45,0.0013413714854757627,0.0012666125928821998,0.0013041623862400124,0.0013597792193320735,0.00010032216778950816,TOGGLE_A_OFF,False,-7.63876529285874e-12,2.621661248815329e-11,2.7306803283309793e-11,0.9978378361342067,2.7248759337796432e-11,0.9978650848935445,61.74111366271973,37,46,0.00010032216778950816,True,CD,-2.013917390331169e-05,0.00018162269977510157,-0.3417091214221679,0.9398057652168879,0.9854941135662152
46,0.0013409628794543121,0.0012679406573128185,0.001300044427852184,0.001364524746129461,0.00010489426053915808,TOGGLE_A_OFF,False,-7.702042051210016e-12,2.5033424752352047e-11,2.619148347440976e-11,0.9984376253443867,2.615156100206177e-11,0.9984637769053888,65.7656192779541,37,47,0.00010489426053915808,True,CD,-1.992139030927134e-05,0.00018306737160330236,-0.34637034793240373,0.9380978531428348,0.9873560720867592
47,0.0013405574399059643,0.0012692082667376716,0.001295852437991444,0.0013692050054039094,0.00010953485719195106,TOGGLE_A_OFF,False,-7.642355439383453e-12,2.3893874740440267e-11,2.5086307954215248e-11,0.9987684398022308,2.5056411424269658e-11,0.9987934962136551,66.28227233886719,37,48,0.00010953485719195106,True,CD,-1.9722722993246013e-05,0.00018445194322182687,-0.3507659988092744,0.9364631408001821,0.9885357224198017
48,0.0013401552010793062,0.0012704176683777414,0.0012915874509685646,0.0013738188423714755,0.00011423935019992848,TOGGLE_A_OFF,False,-7.582023256904985e-12,2.279668384609681e-11,2.4024484823761347e-11,0.9990870209662502,2.400355005984158e-11,0.9991110245163101,58.98427963256836,37,49,0.00011423935019992848,True,CD,-1.9542719196216413e-05,0.0001857788334625954,-0.3549251949045603,0.9348947031724852,0.9897411473630751
49,0.0013397561873254727,0.0012715710472942486,0.0012872505191052755,0.0013783651186369257,0.00011900344057712887,TOGGLE_A_OFF,False,-7.521232066346343e-12,2.1740680385426004e-11,2.3004915027382378e-11,0.9993793390048678,2.2991636153267553e-11,0.999402330641021,57.3735237121582,37,50,0.00011900344057712887,True,CD,-1.9380910757766994e-05,0.00018705037498461326,-0.3588566888651896,0.9333926702383738,0.9909601991992546
50,0.001339360413799005,0.0012726705270423347,0.001282842712474619,0.001382842712474619,0.0001238231036839173,TOGGLE_A_OFF,False,-7.46015521941725e-12,2.072470499614857e-11,2.2026513865684326e-11,0.9996295355643208,2.2019353455190657e-11,0.9996515549177759,59.59606170654297,37,50,0.0001238231036839173,False,CD,-1.9236817217171758e-05,0.0001882688169840122,-0.3625690257367791,0.9319569204498093,0.9921792005081909
51,0.0013389678871372586,0.0012737181703545402,0.001282842712474619,0.001382842712474619,0.00012271186138197338,TOGGLE_A_OFF,False,-7.398953261282766e-12,1.9747611199243246e-11,2.1088211338070477e-11,0.9998198041934034,2.108541115062293e-11,0.9998408896045541,58.754920959472656,37,50,0.00012271186138197338,False,CD,-1.9109948644459545e-05,0.00018943632781939893,-0.3660705375212847,0.9305871058406552,0.9933828019328058
52,0.0013385786061166497,0.0012747159798569194,0.001282842712474619,0.001382842712474619,0.00012164653775038264,TOGGLE_A_OFF,False,-7.337774367160731e-12,1.880826601413879e-11,2.0188952501850345e-11,0.9999302689419851,2.0188544635101122e-11,0.9999504574866203,58.78806114196777,37,50,0.00012164653775038264,False,CD,-1.899980821887129e-05,0.00019055499755604794,-0.3693693391149229,0.9292826756804485,0.9945538358639894
53,0.0013381925622843723,0.00127566589881969,0.001282842712474619,0.001382842712474619,0.0001206253508147671,TOGGLE_A_OFF,False,-7.276754804679902e-12,1.790555060967192e-11,1.9327697822631502e-11,0.9999388644051879,1.932751615119317e-11,0.9999581919213391,57.813167572021484,37,50,0.0001206253508147671,False,CD,-1.890589457117218e-05,0.0001916268404324091,-0.3724733254783803,0.9280428986879247,0.9956731688359397
54,0.0013378097405645365,0.0012765698119434773,0.001282842712474619,0.001382842712474619,0.00011964657773768428,TOGGLE_A_OFF,False,-7.216019416024243e-12,1.7038360975042052e-11,1.8503423492107475e-11,0.9998212213950197,1.8501115297089592e-11,0.9998397225103168,58.6245059967041,37,51,0.00011964657773768428,True,CD,-1.882770390539357e-05,0.00019265379725229244,-0.3753901699037612,0.9268668838283275,0.9967195562852038
55,0.001337430119837968,0.0012774295461814807,0.0012783651186369259,0.0013872505191052757,0.00012469691439970766,TOGGLE_A_OFF,False,-7.155682114426038e-12,1.6205608596910205e-11,1.7715121690774994e-11,0.9995505634596996,1.770815941833475e-11,0.999568271619118,59.038400650024414,37,51,0.00012469691439970766,False,CD,-1.876473191475108e-05,0.00019363773770594695,-0.37812732325439474,0.9257535997264473,0.9976695043292991
56,0.0013370536734951667,0.0012782468715972477,0.0012783651186369259,0.0013872505191052757,0.000123798794991725,TOGGLE_A_OFF,False,-7.0958463900936816e-12,1.5406221130595053e-11,1.6961800774581662e-11,0.9990976206281695,1.694749389307421e-11,0.9991145681220626,58.45451354980469,37,51,0.000123798794991725,False,CD,-1.871647550570442e-05,0.00019458046262308215,-0.3806920140644967,0.924701892733829,0.9984971443600161
57,0.0013366803699621575,0.0012790235022571929,0.0012783651186369259,0.0013872505191052757,0.0001229380157354109,TOGGLE_A_OFF,False,-7.036605821166167e-12,1.463914305501871e-11,1.6242485366093825e-11,0.9984305680101853,1.6217992320534188e-11,0.9984467860025058,58.249473571777344,37,51,0.0001229380157354109,False,CD,-1.8682434343385702e-05,0.00019548370616070203,-0.3830912493958057,0.9237105036938625,0.9991741275058964
58,0.0013363101731991773,0.0012797610971565366,0.0012783651186369259,0.0013872505191052757,0.00012211308357050184,TOGGLE_A_OFF,False,-6.978044585769907e-12,1.3903336302622286e-11,1.5556216332540745e-11,0.9975149981896743,1.551855662179075e-11,0.997530516746296,58.402299880981445,37,51,0.00012211308357050184,False,CD,-1.8662112230921407e-05,0.00019634913792843518,-0.38533181635773106,0.9227780834526036,0.999669547364854
59,0.0013359430431723203,0.0012804612611769448,0.0012783651186369259,0.0013872505191052757,0.00012132255768276228,TOGGLE_A_OFF,False,-6.9202379717142226e-12,1.3197780856932769e-11,1.4902050635156775e-11,0.9963139376466921,1.484811706126108e-11,0.9963287857637533,58.173418045043945,37,51,0.00012132255768276228,False,CD,-1.865501833450998e-05,0.0001971783650538558,-0.3874202842062626,0.9219032071663202,0.9999499007865253
60,0.001335578936298431,0.0012811255460738363,0.0012783651186369259,0.0013872505191052757,0.00012056504813720976,TOGGLE_A_OFF,False,-6.8632528807954914e-12,1.2521475311791829e-11,1.427906103669145e-11,0.9947879186395033,1.4205632196735355e-11,0.9948021242717001,58.57110023498535,37,51,0.00012056504813720976,False,CD,-1.8660668265478152e-05,0.0001979729341901098,-0.3893630069449249,0.9210843874590509,0.9999790978128597
61,0.0013352178058636652,0.0012817554514910727,0.0012783651186369259,0.0013872505191052757,0.00011983921451606195,TOGGLE_A_OFF,False,-6.807148325087058e-12,1.187343738747786e-11,1.3686335656927773e-11,0.9928951189496786,1.3590088765189478e-11,0.9929087090384439,58.793067932128906,37,52,0.00011983921451606195,True,CD,-1.8678585029933677e-05,0.00019873433346798312,-0.39116612635848635,0.9203200864849714,0.9997185330511986
62,0.0013348596024162697,0.0012823524260005459,0.0012738188423714754,0.0013915874509685647,0.00012513298952158798,TOGGLE_A_OFF,False,-6.751975912970143e-12,1.1252704400048302e-11,1.312297736964426e-11,0.9905915824824525,1.3000501511059801e-11,0.9906045829839636,59.90791320800781,37,52,0.00012513298952158798,False,CD,-1.870829985604628e-05,0.00019946399439437867,-0.3928355754169432,0.9196087269512222,0.9991272316084302
63,0.0013345042741342195,0.0012829178681640423,0.0012738188423714754,0.0013915874509685647,0.00012446605904880095,TOGGLE_A_OFF,False,-6.697780323011457e-12,1.0658333681221596e-11,1.2588103038805416e-11,0.9878315337324668,1.2435912963139215e-11,0.98784396964543,59.442996978759766,37,52,0.00012446605904880095,False,CD,-1.874935290843249e-05,0.00020016329369901915,-0.39437708199355004,0.9189487021571232,0.9981620830746385
64,0.0013341517671684442,0.0012834531276146625,0.0012738188423714754,0.0013915874509685647,0.00012382686986984277,TOGGLE_A_OFF,False,-6.6445997641145415e-12,1.0089402946994347e-11,1.2080842596942038e-11,0.9845677983559153,1.1895393165753938e-11,0.984579693749081,59.54408645629883,37,52,0.00012382686986984277,False,CD,-1.8801293898581346e-05,0.0002008335551310384,-0.39579617284639707,0.9183383851054869,0.9967781766966065
