step_idx,particle_x,particle_y,target_x,target_y,tracking_error,chosen_action,action_switched,Fp_x,Fp_y,Fp_mag,Fp_hat_dot_d,Fp_dot_d,score,solver_time_ms,n_actions_evaluated,target_idx,dist_to_target,target_advanced,gates_active,cross_track_error,arc_progress,d_hat_x,d_hat_y,tangent_alignment
13,0.0013252008047077335,0.0011619493980436044,0.0013916891242487064,0.0011811149181426052,6.919547525704058e-05,HOLD,False,-3.362452165889514e-12,5.2030072173840384e-11,5.213860848721353e-11,0.9933530743385148,5.1793040385580084e-11,0.9934048673789004,1265.058994293213,13727,14,6.919547525704058e-05,True,CD,-6.895122519404737e-05,7.52961838548501e-05,-0.17876660214542228,0.9838915092404142,0.9923582818285471
14,0.0013250098164604982,0.0011647612031742294,0.001390366704775499,0.001187257296558617,6.912016397389809e-05,HOLD,False,-3.6000436466187265e-12,5.3001278050184866e-11,5.312340152146291e-11,0.9927642993613724,5.2740009255447353e-11,0.9928170393706279,1286.4277362823486,13727,15,6.912016397389809e-05,True,CD,-6.86008536036031e-05,7.86732687834934e-05,-0.18692752381922942,0.9823737073216136,0.9917085630570515
15,0.0013248053699503731,0.0011676216770559501,0.0013889479681590707,0.0011933781455423622,6.912068123111883e-05,HOLD,False,-3.853725925565057e-12,5.3918662395596914e-11,5.405620554607703e-11,0.9921636272052403,5.3633593131175025e-11,0.9922172607983715,1330.9838771820068,13727,16,6.912068123111883e-05,True,CD,-6.823017081648619e-05,8.210373340073323e-05,-0.1952156927833834,0.9807603342759654,0.9910477481341982
16,0.0013245804871050934,0.001170479605491318,0.0013874332644514525,0.001199475954865942,6.921892730464876e-05,HOLD,False,-4.238941767895749e-12,5.3870681862224077e-11,5.403720007191869e-11,0.9919875116655299,5.360521962422668e-11,0.9920411168851542,1314.1286373138428,13727,17,6.921892730464876e-05,True,CD,-6.785565276586227e-05,8.552851649426188e-05,-0.20362065842241847,0.9790498595381242,0.9908614821142275
17,0.0013243350818998982,0.0011733351568605948,0.0013858229673831192,0.0012055492199861493,6.941545882766259e-05,HOLD,False,-4.6257791387621076e-12,5.382587522201126e-11,5.402427857969167e-11,0.9918150248972721,5.358308301959895e-11,0.9918686079802917,1307.3310852050781,13727,18,6.941545882766259e-05,True,CD,-6.747738335147543e-05,8.894799036201096e-05,-0.21199677416210055,0.9772703657345101,0.9906791417606039
18,0.0013240690667523805,0.0011761885073980224,0.0013841174742707772,0.0012115964424156919,6.971035151045321e-05,HOLD,False,-5.0142673991104516e-12,5.378439051899247e-11,5.4017622504598154e-11,0.9916459978146148,5.356735081414324e-11,0.991699565165429,1312.8676414489746,13727,19,6.971035151045321e-05,True,CD,-6.709543607018943e-05,9.23625376405212e-05,-0.2203444092007517,0.9754221349405453,0.9905005253021247
19,0.0013237823524614313,0.0011790398412282242,0.001382317205919332,0.0012176161300929216,7.010320343543861e-05,HOLD,False,-5.4044370607531915e-12,5.374637648336379e-11,5.401741316497045e-11,0.9914802270228176,5.355818854821726e-11,0.9915337852113658,1317.5873756408691,13727,20,7.010320343543861e-05,True,CD,-6.67098737333472e-05,9.577255099402454e-05,-0.22866395789584928,0.9735054156795457,0.9903253960387098
20,0.0013234748481456356,0.0011818893504058133,0.0013804226065180615,0.001223606797749979,7.059314836836117e-05,HOLD,False,-5.7963197967042244e-12,5.371198259190324e-11,5.4023831751724e-11,0.9913174754007046,5.3555759821066864e-11,0.9913710311605256,1306.4258098602295,13727,21,7.059314836836117e-05,True,CD,-6.632074818363666e-05,9.917843280382097e-05,-0.23695583812123508,0.9715204222136882,0.990153482934682
21,0.0013231464611810973,0.0011847372349583704,0.0013784341435310182,0.0012295669672792598,7.117887832488197e-05,HOLD,False,-6.189948451967978e-12,5.368135913151218e-11,5.403705932084394e-11,0.9911574727112459,5.3560226306668057e-11,0.9912110329375525,1307.201862335205,13727,22,7.117887832488197e-05,True,CD,-6.592810001100592e-05,0.0001025805948578816,-0.2452204896136577,0.9694673338857984,0.9899844812386516
22,0.0013227970971386649,0.001187583702932962,0.0013763523075816901,0.0012354951680981167,7.185867421452025e-05,HOLD,False,-6.585357054806108e-12,5.365465726593188e-11,5.405727678919741e-11,0.9909999162302752,5.3571747769647664e-11,0.9910534879780448,1422.877550125122,13727,23,7.185867421452025e-05,True,CD,-6.553195826716432e-05,0.00010597945804056191,-0.253458372309345,0.9673462945110697,0.9898180531201032
23,0.001322426659720533,0.0011904289704463683,0.001374177612331947,0.001241389937511703,7.263044306916298e-05,HOLD,False,-6.9825808285048515e-12,5.3632029105693495e-11,5.4084664933976964e-11,0.9908444713829376,5.35904820809011e-11,0.9908980618650185,1326.4977931976318,13727,24,7.263044306916298e-05,True,CD,-6.513234017819743e-05,0.00010937545202226183,-0.26166996467112974,0.9651574118178908,0.9896538283123547
24,0.0013220355470841818,0.001193263414152486,0.0013719105943553007,0.0012472498210738712,7.349865626375586e-05,HOLD,False,-7.372299510522394e-12,5.342800514491676e-11,5.393424268345761e-11,0.9907311331004138,5.3435324097827756e-11,0.9907845684245117,1322.9849338531494,13727,25,7.349865626375586e-05,True,CD,-6.473151355192007e-05,0.0001127575651118908,-0.26985576200648664,0.9629007569370264,0.9895385162626751
25,0.0013216258421158626,0.0011960467010902619,0.0013695518130045147,0.001253073372946036,7.449120745810251e-05,HOLD,False,-7.72275671166358e-12,5.2463722779298367e-11,5.302907861815643e-11,0.9908088141711346,5.2542669311057615e-11,0.9908613568404457,1303.9908409118652,13727,26,7.449120745810251e-05,True,CD,-6.433923210023509e-05,0.00011607929181542039,-0.27798877203542866,0.9605843235345006,0.9896433009498681
26,0.0013211978864544924,0.001198779708977843,0.0013671018502735925,0.0012588591562539123,7.560895369797975e-05,HOLD,False,-8.06677417093758e-12,5.151598501096731e-11,5.2143739386192036e-11,0.9909255136724531,5.167155266157855e-11,0.9909771852251147,1330.1806449890137,13727,27,7.560895369797975e-05,True,CD,-6.395608446427677e-05,0.00011934222208945084,-0.2859572193188792,0.9582423851601505,0.9897887621799955
27,0.0013207520236009301,0.0012014632885359968,0.0013645613106541782,0.0012646057434420436,7.685195666784317e-05,HOLD,False,-8.404316791558115e-12,5.058428295131584e-11,5.1277697124887036e-11,0.991079740277826,5.0821277828318353e-11,0.9911305615556543,3531.2719345092773,13727,28,7.685195666784317e-05,True,CD,-6.358261108463706e-05,0.00012254789687443936,-0.2937654125527745,0.9558775457064039,0.9899732649399134
28,0.0013202885986246565,0.0012040982647017735,0.0013619308209864079,0.0012703117166260292,7.821953655546205e-05,HOLD,False,-8.735355005707022e-12,4.966813058873057e-11,5.0430443417195177e-11,0.9912697964392307,4.9991166650299646e-11,0.991319787605881,1503.4241676330566,13727,29,7.821953655546205e-05,True,CD,-6.321930708120036e-05,0.0001256978089300313,-0.301417546413299,0.9534922457535702,0.9901949781490171
29,0.0013198079578764061,0.0012066854377985234,0.0013592110303042462,0.001275975667942366,7.971033879077603e-05,HOLD,False,-9.059864662317519e-12,4.8767063965886375e-11,4.960148864250309e-11,0.9914937926014985,4.918055958662814e-11,0.9915429731610851,1333.67919921875,13727,30,7.971033879077603e-05,True,CD,-6.286662496967211e-05,0.00012879340376617123,-0.3089177014842093,0.9510887727797616,0.990451888177461
30,0.0013193104487068171,0.0012092255846633977,0.0013564026096753471,0.0012815961998958187,8.132240991531466e-05,HOLD,False,-9.377826913644981e-12,4.788064037837125e-11,4.879036135001666e-11,0.9917496604980549,4.8388816054116936e-11,0.991798049314109,1376.6086101531982,13727,31,8.132240991531466e-05,True,CD,-6.252497722289147e-05,0.00013183608065379766,-0.3162698446917379,0.9486692707875931,0.9907418114811871
31,0.001318796419191167,0.001211719459733433,0.0013535062520354775,0.0012871719257042293,8.30532787862958e-05,HOLD,False,-9.689228100571344e-12,4.700843759396197e-11,4.7996607653148974e-11,0.9920351655750211,4.7615314655396547e-11,0.9920827808896765,1385.5905532836914,13727,32,8.30532787862958e-05,True,CD,-6.219473868478555e-05,0.00013482719370063934,-0.3234778301780559,0.9462357493676173,0.9910624064006072
32,0.00131826621786026,0.0012141677960912768,0.0013505226720175454,0.0012927014696406862,8.490003955220666e-05,HOLD,False,-9.99405963660299e-12,4.615005309191283e-11,4.7219790643398136e-11,0.9923479185928227,4.685945330928358e-11,0.992394778046132,1319.0081119537354,13727,33,8.490003955220666e-05,True,CD,-6.187624884457791e-05,0.00013776805297919118,-0.33054540055113607,0.9437900922199219,0.9914111841716374
33,0.0013177201934375425,0.001216571306471587,0.0013474526057752766,0.001298183467372963,8.685943328397396e-05,HOLD,False,-1.0292317890537494e-11,4.530510332165922e-11,4.645948982227523e-11,0.9926853864562781,4.612064929417326e-11,0.9927315071055723,1328.087329864502,13727,34,8.685943328397396e-05,True,CD,-6.156981397859604e-05,0.00014065992569537548,-0.3374761884551704,0.9413340651563451,0.9917855191993382
34,0.0013171652373624098,0.0012189120275025536,0.0013442968108015774,0.0013036165663001485,8.894369662993673e-05,HOLD,False,-1.0460675572212805e-11,4.412155196992578e-11,4.5344647773049806e-11,0.9929444068405271,4.502570733081041e-11,0.9929894325478579,1282.5899124145508,13727,35,8.894369662993673e-05,True,CD,-6.127613299927953e-05,0.00014348069546555662,-0.34427371841150106,0.9388693236063889,0.9920835111329754
35,0.0013166064885783754,0.0012211777406899702,0.001341056065741637,0.0013089994258863795,9.116156105617921e-05,HOLD,False,-1.0532166450749122e-11,4.270768742837926e-11,4.39871924044537e-11,0.9931719920195177,4.36878406756691e-11,0.9932156798601933,1254.7743320465088,13727,36,9.116156105617921e-05,True,CD,-6.0995997886965166e-05,0.00014621538882794624,-0.35088676380803996,0.9364178976196048,0.9923524348942149
36,0.0013160442969243496,0.001223370356052908,0.0013377311702008061,0.0013143307179915987,9.350993485468114e-05,HOLD,False,-1.0597063021179921e-11,4.1329825898118637e-11,4.266675817827805e-11,0.9934447064773345,4.238805849946533e-11,0.993487094535834,1260.6019973754883,13727,37,9.350993485468114e-05,True,CD,-6.072983866684103e-05,0.00014886663938273965,-0.35728133804011664,0.933996812353374,0.992667725309483
37,0.0013154803287514175,0.0012254907324066723,0.0013343229445473082,0.0013196091271992529,9.598602194259126e-05,HOLD,False,-1.063054961365044e-11,3.9968152654988465e-11,4.135772977014992e-11,0.9937074633714846,4.1098478448162384e-11,0.9937485618499328,1252.4423599243164,13727,38,9.598602194259126e-05,True,CD,-6.0477155777309316e-05,0.00015143531751135464,-0.36346483747399155,0.9316079174835326,0.9929715544896968
38,0.001314915348382451,0.0012275402375636468,0.0013308322297098248,0.0013248333511408524,9.858649532637182e-05,HOLD,False,-1.064962905940547e-11,3.863226206787393e-11,4.0073261304563474e-11,0.9939946982944942,3.9833603274804294e-11,0.9940345318977689,1290.0640964508057,13727,39,9.858649532637182e-05,True,CD,-6.023804091006321e-05,0.00015392318844537604,-0.3694405086947413,0.9292543841884042,0.9933001217585058
39,0.0013143496124457979,0.0012295205768388159,0.0013272598869700095,0.0013300021008173116,0.00010130751131743152,HOLD,False,-1.0663871174765945e-11,3.7328515910921306e-11,3.882185271910537e-11,0.9943232014278128,3.8602463204221324e-11,0.994361803891017,1564.6274089813232,13727,40,0.00010130751131743152,True,CD,-6.001285514084081e-05,0.00015633257026644636,-0.37521365303055343,0.9269383553276169,0.9936710292763717
40,0.0013137833661695827,0.001231433430488448,0.001323606797749979,0.0013351141009169893,0.00010414500097713061,HOLD,False,-1.067349084888041e-11,3.6056441838459366e-11,3.760306377080645e-11,0.9946893163374864,3.7404360483694714e-11,0.9947267206979701,1309.1001510620117,13727,41,0.00010414500097713061,True,CD,-5.980189957221089e-05,0.00015866572532897822,-0.38079080825492995,0.9246612138218824,0.9940804575475204
41,0.0013132168435409212,0.001233280454117911,0.0013198738633948361,0.0013401680901303536,0.00010709473677853558,HOLD,False,-1.0678699969772466e-11,3.481557519196785e-11,3.6416464806348046e-11,0.995088751716815,3.6238609594839926e-11,0.9951249903264098,1311.9895458221436,13727,42,0.00010709473677853558,True,CD,-5.960541936215482e-05,0.00016092486109024835,-0.3861783286996062,0.9224241423774525,0.9945239647879215
42,0.0013126502674844086,0.0012350632790143262,0.001316062004950276,0.0013451628214611907,0.00011015239080267361,HOLD,False,-1.0679707061037791e-11,3.3605457583290844e-11,3.5261635275351885e-11,0.9955165473435286,3.510453691955243e-11,0.9955516518804481,1326.9479274749756,13727,43,0.00011015239080267361,True,CD,-5.942360754718489e-05,0.00016311213099709344,-0.39138238768156064,0.9202281383497682,0.9949964519478933
43,0.001312083850058088,0.0012367835124123111,0.001312172162935332,0.0013500970625342822,0.00011331358453605082,HOLD,False,-1.0676716952361806e-11,3.2425635633416945e-11,3.413816238627921e-11,0.9959670363897175,3.4001480386689824e-11,0.9960010378701042,1308.7165355682373,13727,44,0.00011331358453605082,True,CD,-5.9256608670207596e-05,0.0001652296354163369,-0.396408980305966,0.9180740276964511,0.9954921241297332
44,0.0013115177926651528,0.0012384427377006239,0.0013082052971103157,0.001354969595899476,0.00011657393065559811,HOLD,False,-1.0669930482933683e-11,3.127565985848286e-11,3.304563989536522e-11,0.9964338042625323,3.292878910903274e-11,0.9964667330516412,1376.155138015747,13727,45,0.00011657393065559811,True,CD,-5.910452222270121e-05,0.00016727942259790038,-0.40126392657654736,0.9159624780668534,0.996004448576054
45,0.0013109522862796916,0.001240042514577075,0.0013041623862400124,0.0013597792193320735,0.00011992906740292167,HOLD,False,-1.0659544236737222e-11,3.015508369464941e-11,3.198366701874988e-11,0.9969096442291105,3.1885823018448504e-11,0.996941530052129,1425.4209995269775,13727,46,0.00011992906740292167,True,CD,-5.8967405910171895e-05,0.00016926348966116544,-0.4059528747534019,0.9138940110742867,0.9965261094798294
46,0.0013103875116848454,0.001241584379158634,0.001300044427852184,0.001364524746129461,0.0001233746862775791,HOLD,False,-1.0645750308616097e-11,2.9063462653535804e-11,3.095184745773457e-11,0.9973865101718282,3.087195250575083e-11,0.997417382124334,1343.186616897583,13727,46,0.0001233746862775791,False,CD,-5.884527874929559e-05,0.0001711837835965647,-0.410481304906002,0.9118690137956578,0.9970489599597862
47,0.0013098325398813225,0.0012430615009877113,0.001300044427852184,0.001364524746129461,0.0001218569942902734,HOLD,False,-1.0460972045380139e-11,2.784309052011829e-11,2.9743396340124404e-11,0.997628874457972,2.967386864223013e-11,0.9976585483266143,1339.5414352416992,13727,46,0.0001218569942902734,False,CD,-5.873354129922435e-05,0.00017302895074705144,-0.4148545326159288,0.909887749541678,0.997323682928932
48,0.0013092908777043288,0.0012444724788921084,0.001300044427852184,0.001364524746129461,0.00012040782243565795,HOLD,False,-1.0210091495827314e-11,2.6596306912986973e-11,2.848876111316468e-11,0.9977974340723841,2.8427010536050905e-11,0.9978258610829202,1386.0454559326172,13727,46,0.00012040782243565795,False,CD,-5.863048731858799e-05,0.0001747960530214564,-0.4190476457171645,0.9079642452304504,0.9975196188012333
49,0.0013087621738690155,0.001245819615223741,0.001300044427852184,0.001364524746129461,0.0001190248175758235,HOLD,False,-9.965832509667806e-12,2.5392921617046828e-11,2.7278531592815546e-11,0.9979908623407711,2.7224723258566294e-11,0.9980180870640296,1319.9574947357178,13727,47,0.0001190248175758235,True,CD,-5.8536326681270505e-05,0.0001764879515676183,-0.42305498783104845,0.9061040101827555,0.9977411779370694
50,0.0013082460743578303,0.0012471051730598588,0.001295852437991444,0.0013692050054039094,0.00012272722306329374,HOLD,False,-9.728246597165715e-12,2.4232194322272116e-11,2.611202833040021e-11,0.9982052117090484,2.606616097291152e-11,0.9982312778700213,1328.4683227539062,13727,47,0.00012272722306329374,False,CD,-5.84512124190981e-05,0.000178107447444188,-0.42688403761623994,0.9043063742042609,0.9979842565799856
51,0.0013077422237504524,0.0012483313733666337,0.001295852437991444,0.0013692050054039094,0.00012145699620556173,HOLD,False,-9.497360199872216e-12,2.3113331253560577e-11,2.4988516010418406e-11,0.998435676272646,2.4950424317588213e-11,0.9984606266969636,3545.833110809326,13727,47,0.00012145699620556173,False,CD,-5.8375245914899876e-05,0.00017965727843954172,-0.4305420603893702,0.9025705148262243,0.9982439081189446
52,0.0013072502664422609,0.0012495003925247895,0.001295852437991444,0.0013692050054039094,0.0001202460179712168,HOLD,False,-9.273176791764237e-12,2.2035491995008506e-11,2.3907210528905264e-11,0.9986765244419572,2.3876568596633713e-11,0.9987004010105538,1332.1151733398438,13727,47,0.0001202460179712168,False,CD,-5.830848182328789e-05,0.00018114011647063307,-0.4340361046313891,0.9008954766644184,0.9985142747283813
53,0.0013067698477552316,0.0012506143601992942,0.001295852437991444,0.0013692050054039094,0.0001190921112668567,HOLD,False,-9.055678906910904e-12,2.0997795975361106e-11,2.2867285721920782e-11,0.9989210239919293,2.284361139028112e-11,0.9989438676033195,1346.5712070465088,13727,48,0.0001190921112668567,True,CD,-5.825093271522941e-05,0.00018255856551074444,-0.43737299990914746,0.8992801893450522,0.9987885113856466
54,0.0013063006149455544,0.0012516753575344242,0.0012915874509685646,0.0013738188423714755,0.00012302645277481085,HOLD,False,-8.844830086231955e-12,1.9999328601138464e-11,2.186787972691063e-11,0.9991613594423473,2.185053959742121e-11,0.9991832099819448,1322.9868412017822,13727,48,0.00012302645277481085,False,CD,-5.8202573445585866e-05,0.0001839151599976278,-0.4405593560419301,0.8977234840427867,0.9990587022202604
55,0.0013058422181125681,0.0012526854156550591,0.0012915874509685646,0.0013738188423714755,0.00012196928078164262,HOLD,False,-8.640576737631687e-12,1.903914702891179e-11,2.090810096463623e-11,0.9993885418861,2.089631592519705e-11,0.9994094382020252,1315.1602745056152,13727,48,0.00012196928078164262,False,CD,-5.816334524546109e-05,0.0001852123636761829,-0.4436015633567329,0.8962241086834599,0.9993157693183309
56,0.0013053943110138287,0.0012536465144548415,0.0012915874509685646,0.0013738188423714755,0.00012096287769895567,HOLD,False,-8.442849905343418e-12,1.811628557262295e-11,1.9987033733723065e-11,0.9995923116020631,1.9979884844272254e-11,0.9996122914869073,1320.5194473266602,13727,48,0.00012096287769895567,False,CD,-5.813315954346647e-05,0.0001864525688325536,-0.44650579388966183,0.8947807418697402,0.9995493743232757
57,0.0013049565517912745,0.0012545605816518322,0.0012915874509685646,0.0013738188423714755,0.0001200052732453128,HOLD,False,-8.251566945706096e-12,1.7229760745719128e-11,1.9103743413639985e-11,0.9997610340670303,1.9100178030805996e-11,0.9997801342450611,1308.171033859253,13727,48,0.0001200052732453128,False,CD,-5.811190152189133e-05,0.00018763809587927705,-0.4492780034038307,0.8933920055918718,0.9997478134504404
58,0.0013045286036135351,0.0012554294920924499,0.0012915874509685646,0.0013738188423714755,0.00011909454937683021,HOLD,False,-8.066633107819637e-12,1.637857594122926e-11,1.8257281275118315e-11,0.999881590327926,1.8256119318019893e-11,0.9998998464472441,1256.810188293457,13727,49,0.00011909454937683021,True,CD,-5.809943341531811e-05,0.00018877119325385743,-0.451923934106426,0.8920564767881967,0.9998979068789153
59,0.0013041101352394562,0.0012562550672848077,0.0012872505191052755,0.0013783651186369257,0.00012326845215791763,HOLD,False,-7.88794301859805e-12,1.5561725755781833e-11,1.744668889969708e-11,0.9999392631222666,1.7446629181549647e-11,0.9999567097514481,1249.9721050262451,13727,49,0.00012326845215791763,False,CD,-5.809559756045834e-05,0.00018985403759582407,-0.45444911795916837,0.8907726978214665,0.999984883909755
60,0.001303700821507887,0.0012570390751430033,0.0012872505191052755,0.0013783651186369257,0.00012243619268429787,HOLD,False,-7.715382072667988e-12,1.477819996598337e-11,1.6671002212279783e-11,0.9999176206521085,1.667062878360949e-11,0.9999342912808922,1234.5788478851318,13727,49,0.00012243619268429787,False,CD,-5.810021920695061e-05,0.00019088873416994758,-0.45685888048718976,0.8895391859372984,0.9999922657964697
61,0.001303300343758715,0.0012577832299244718,0.0012872505191052755,0.0013783651186369257,0.00012164534005406362,HOLD,False,-7.548827728351781e-12,1.4026987167571229e-11,1.592925513235131e-11,0.9997984005339093,1.592704360142194e-11,0.9998143275775108,1243.943691253662,13727,49,0.00012164534005406362,False,CD,-5.811310909958347e-05,0.000191877317505807,-0.4591583450013519,0.8883544417706365,0.9999017487705517
62,0.0013029083901900263,0.0012584891923431499,0.0012872505191052755,0.0013783651186369257,0.00012089419602155203,HOLD,False,-7.38815071164363e-12,1.3307078089378462e-11,1.522048285090774e-11,0.9995613971706582,1.521480666546255e-11,0.9995766119773236,1240.0095462799072,13727,49,0.00012089419602155203,False,CD,-5.813406584291391e-05,0.00019282175222631623,-0.4613524371582667,0.8872169569649396,0.9996930905086938
63,0.0013025246561561453,0.0012591585698419055,0.0012872505191052755,0.0013783651186369257,0.00012018111556425284,HOLD,False,-7.233216130638669e-12,1.2617468595411035e-11,1.4543724741231702e-11,0.9991843566258161,1.4532861432867188e-11,0.9991988894872489,1247.6913928985596,13727,49,0.00012018111556425284,False,CD,-5.81628780595727e-05,0.00019372393404011037,-0.46344588979076584,0.8861252209671302,0.9993440041218365
64,0.0013021488444111464,0.001259792917008442,0.0012872505191052755,0.0013783651186369257,0.00011950450659261902,HOLD,False,-7.0838845033249975e-12,1.1957162389302223e-11,1.3898026912500627e-11,0.9986428840168565,1.3880164320927532e-11,0.9986567641811774,1283.5540771484375,13727,50,0.00011950450659261902,True,CD,-5.819932635370951e-05,0.00019458569087486884,-0.46544324794931446,0.8850777270592638,0.998830064685052
65,0.0013017806653022649,0.0012603937361196844,0.001282842712474619,0.001382842712474619,0.00012390479356212772,HOLD,False,-6.9400127020032416e-12,1.1325173436091684e-11,1.328244441590188e-11,0.9979103694758303,1.3255686924984302e-11,0.9979236251627553,1277.221441268921,13727,50,0.00012390479356212772,False,CD,-5.824318509105265e-05,0.00019540878413069787,-0.4673488741019345,0.8840729776854701,0.9981246343578954
66,0.0013014198369174382,0.0012609624778004611,0.001282842712474619,0.001382842712474619,0.00012328787919658525,HOLD,False,-6.801454817868502e-12,1.0720528116711888e-11,1.2696043113534105e-11,0.9969579398187207,1.2658417944258437e-11,0.996970598236665,1280.6191444396973,13727,50,0.00012328787919658525,False,CD,-5.829422400696984e-05,0.00019619491003461005,-0.46916695344660686,0.8831094891301017,0.9971988132405503
