epl,dofs,mesh_nx,solve_time_s,total_wall_time_s,max_p_Pa,eps_L2_roi,spacing_err_pct,n_traps,n_matched,n_unmatched_cur,n_unmatched_ref,mean_trap_err_m,max_trap_err_m,cl_spacing_m,cl_n_min,physical_size_mm,pml_n_wavelengths_xy,name
2.0,68921,20,3.851388931274414,3.980672836303711,146.38754254042502,2.0092502151335427,77.77777777777783,16,6,10,13,8.980967272430517e-05,0.00010806350783547506,0.000642140468227425,2,3.0,1.0,conv_epl2.0_convergence_phys3.0mm_20260323_175516
3.0,102541,20,6.10787034034729,6.323453664779663,104.60139113885285,0.848192986900206,108.33333333333333,21,11,10,8,0.00011082653181827316,0.00015315388818535542,0.0007525083612040134,2,3.0,1.0,conv_epl3.0_convergence_phys3.0mm_20260323_175524
3.5,143775,22,9.405182361602783,9.651879787445068,101.02802556823754,0.6949384342990107,8.33333333333332,22,15,7,4,5.859707688998733e-05,0.0001397497151556932,0.0003913043478260869,3,3.0,1.0,conv_epl3.5_convergence_phys3.0mm_20260323_175533
4.0,210681,25,15.98511815071106,16.334206342697144,85.27622957608288,0.6811412496041636,4.629629629629621,25,19,6,0,3.8600070473535824e-05,0.00010665698139867556,0.00037792642140468225,4,3.0,1.0,conv_epl4.0_convergence_phys3.0mm_20260323_175547
4.5,295659,28,31.69589328765869,32.28374218940735,80.8645613996876,0.11832134343739545,1.3888888888888968,21,18,3,1,4.3967743553362254e-05,0.00014260204418279498,0.0003662207357859532,5,3.0,1.0,conv_epl4.5_convergence_phys3.0mm_20260323_175607
5.0,400869,31,43.74446201324463,44.56908392906189,82.39847349582752,,,19,19,0,0,,,0.00036120401337792643,5,3.0,1.0,conv_epl5.0_convergence_phys3.0mm_20260323_175255
